  9012, -28716
  7431, -32871
  8001, -23666
 13538, -10199
 23501,    461
 31151,   7089
 27317,  11583
  9785,  15192
-11293,  17600
-20094,  18092
 -9308,  16481
 12540,  13054
 28655,   8298
 28482,   2799
 14574,  -2741
 -3045,  -7614
-16526, -11251
-23940, -13292
-26601, -13617
-26307, -12395
-25513, -10051
-27244,  -7152
-31802,  -4269
-33671,  -1856
-24820,   -180
 -3763,    752
 19091,   1208
 28099,   1632
 16457,   2517
 -6629,   4286
-23712,   7187
-23824,  11219
 -9491,  16089
  8843,  21262
 22608,  26102
 29242,  29978
 29801,  32354
 25557,  32907
 17264,  31600
  6137,  28645
 -5737,  24409
-16094,  19356
-23243,  13962
-25775,   8598
-21717,   3488
 -9437,  -1277
  8786,  -5689
 24279,  -9766
 26129, -13489
 11036, -16741
-10977, -19271
-23354, -20738
-17493, -20783
  -343, -19108
 12842, -15577
 12570, -10299
  1680,  -3680
-10184,   3595
-16036,  10643
-15373,  16485
-11315,  20198
 -6595,  21094
 -2389,  18840
   776,  13549
  2327,   5810
  1831,  -3367
  -701, -12692
 -4828, -20797
 -9858, -26433
-14955, -28686
-19302, -27179
-22253, -22153
-23404, -14419
-22622,  -5243
-20048,   3832
-16052,  11275
-11131,  15893
 -5827,  17035
  -663,  14684
  3921,   9492
  7603,   2686
 10114,  -4201
 11266,  -9695
 11189, -12651
 10382, -12452
  8829,  -9160
  4890,  -3535
 -3709,   3175
-16026,   9584
-25111,  14445
-21786,  16875
 -4001,  16595
 17791,  14018
 27401,  10078
 17209,   5922
 -4463,   2650
-20915,   1083
-21591,   1491
 -8968,   3470
  6956,   6099
 18256,   8239
 23057,   8785
 22979,   6915
 19538,   2373
 13289,  -4366
  4819, -12238
 -4602, -19897
-13307, -25955
-19758, -29231
-22915, -29085
-22368, -25608
-18360, -19516
-11701, -11888
 -3632,  -3968
  4399,   3055
 11036,   8374
 15254,  11753
 16488,  13428
 14684,  13898
 10276,  13766
  4099,  13578
 -2813,  13574
 -9436,  13557
-14882,  13038
-18503,  11487
-19981,   8497
-19352,   3935
-16950,  -1873
-13309,  -8059
 -9107, -13430
 -5103, -16810
 -2028, -17267
  -470, -14313
  -813,  -8139
 -3219,    316
 -7536,   9581
-13254,  18045
-19567,  24238
-25488,  27093
-29967,  26260
-32034,  22238
-31019,  16183
-26756,   9566
-19667,   3884
-10692,    361
 -1199,   -406
  7187,   1382
 12925,   4846
 14938,   8709
 12820,  11567
  6925,  12198
 -1630,   9922
-11096,   4825
-19460,  -2291
-24938, -10137
-26315, -17157
-23153, -21836
-15955, -23088
 -6143, -20518
  4293, -14462
 13309,  -5885
 19204,   3785
 20928,  12912
 18374,  20042
 12470,  24196
  4885,  25062
 -2455,  22969
 -7767,  18583
 -9765,  12657
 -8044,   6607
 -3249,   3330
  3161,   6060
  9357,  14428
 13522,  21620
 14231,  18205
 10896,   1645
  3989, -18159
 -5124, -25565
-14590, -13407
-22424,   9692
-26896,  26887
-27025,  27551
-22872,  14113
-15433,  -3458
 -6312, -17275
  2571, -25514
  9348, -29801
 12703, -31544
 12188, -31037
  8192, -28425
  1725, -24353
 -5807, -19731
-12876, -15310
-18270, -11450
-21413,  -8112
-22332,  -4972
-21498,  -1583
-19704,   2451
-17869,   7321
-16705,  12873
-16510,  18530
-17257,  23348
-18704,  26305
-20239,  26753
-20921,  24646
-20586,  19885
-21085,  11326
-25212,  -2390
-32680, -19272
-37249, -31397
-30380, -28884
-10398,  -9518
 12220,  15767
 21552,  29824
 10369,  23889
-12595,   5187
-30275, -10420
-31928, -12657
-20103,  -3603
 -5011,   7593
  5252,  14071
  8757,  15266
  7240,  14162
  2569,  12522
 -4120,   8795
-11610,    196
-18195, -12539
-22115, -22418
-22142, -20209
-18001,  -3823
-10474,  16409
 -1159,  24482
  7965,  12960
 14906,  -9662
 18042, -26542
 16558, -27054
 10669, -13690
  1503,   3470
 -9240,  16415
-19625,  23194
-27828,  25360
-32612,  24394
-33626,  20849
-31349,  15285
-26875,   8872
-21684,   3081
-17309,   -841
-14909,  -2225
-14978,  -1066
-17303,   2041
-21107,   6077
-25204,   9817
-28245,  12092
-29095,  12075
-27124,   9499
-22273,   4685
-14985,  -1557
 -6145,  -8062
  3099, -13524
 11643, -16798
 18672, -17132
 23727, -14284
 26728,  -8534
 27962,   -639
 27982,   8282
 27417,  16995
 26807,  24376
 26521,  29553
 26752,  32023
 27490,  31730
 28536,  29038
 29600,  24622
 30411,  19339
 30719,  14085
 30282,   9667
 28923,   6683
 26541,   5432
 23066,   5903
 18471,   7808
 12821,  10624
  6316,  13663
  -685,  16203
 -7686,  17591
-14078,  17333
-19169,  15174
-22308,  11146
-23042,   5577
-21183,   -945
-16859,  -7652
-10536, -13706
 -2976, -18302
  4881, -20798
 12113, -20827
 17960, -18349
 21908, -13661
 23807,  -7361
 23898,   -263
 22711,   6723
 20910,  12742
 19171,  17120
 18049,  19444
 17850,  19634
 18579,  17943
 19975,  14886
 21615,  11133
 23042,   7388
 23839,   4276
 23757,   2231
 22802,   1433
 21184,   1799
 19221,   3037
 17277,   4710
 15663,   6330
 14526,   7449
 13801,   7766
 13241,   7156
 12509,   5655
 11262,   3451
  9239,    857
  6363,  -1771
  2816,  -4089
 -1010,  -5806
 -4609,  -6684
 -7440,  -6559
 -9040,  -5375
 -9155,  -3173
 -7822,    -62
 -5355,   3742
 -2278,   7894
   754,  11950
  3069,  15428
  4126,  17859
  3632,  18845
  1572,  18225
 -1812,  16128
 -6053,  12733
-10531,   8156
-14600,   3255
-17698,    630
-19397,   3476
-19443,  11561
-17778,  18351
-14536,  14743
 -9991,  -1583
 -4492, -20726
  1544, -27211
  7654, -14122
 13372,   9654
 18270,  27079
 21981,  27535
 24225,  13725
 24860,  -3916
 23949, -16953
 21771, -23036
 18774, -23430
 15536, -19495
 12721, -11858
 10935,  -1375
 10566,  10327
 11740,  21224
 14287,  29469
 17739,  33840
 21408,  33910
 24534,  30028
 26492,  23160
 26940,  14690
 25859,   6143
 23601,  -1168
 20871,  -6399
 18516,  -9258
 17286,  -9977
 17674,  -9224
 19785,  -7924
 23256,  -6995
 27272,  -7119
 30742,  -8630
 32590, -11483
 31983, -15265
 28475, -19300
 22159, -22844
 13723, -25276
  4280, -26203
 -4950, -25540
-12839, -23560
-18532, -20807
-21671, -17958
-22469, -15692
-21563, -14542
-19757, -14747
-17814, -16210
-16298, -18511
-15364, -20990
-14671, -22886
-13563, -23501
-11328, -22388
 -7414, -19491
 -1607, -15145
  5782, -10044
 13841,  -5160
 21259,  -1526
 26667,     40
 28885,   -915
 27174,  -4373
 21499,  -9804
 12636, -16227
  2001, -22407
 -8684, -27182
-17685, -29688
-23558, -29485
-25521, -26694
-23646, -22023
-18835, -16535
-12507, -11326
 -6092,  -7299
  -656,  -4981
  2616,  -4343
  1584,  -4760
 -5911,  -5232
-18370,  -4715
-28051,  -2382
-24962,   2167
 -6544,   8700
 16728,  16276
 28197,  23480
 19519,  28813
 -1801,  30978
-19756,  29156
-24061,  23297
-16863,  14235
 -7326,   3489
 -2258,  -7132
 -2318, -15835
 -4811, -21179
 -7619, -22462
-10246, -19918
-12755, -14576
-14946,  -7956
-16448,  -1774
-16999,   2409
-16466,   3607
-14758,   1664
-11848,  -2783
 -7787,  -8523
 -2706, -14005
  3173, -17653
  9528, -18279
 15924, -15386
 21861,  -9213
 26854,   -603
 30481,   9129
 32416,  18425
 32497,  25867
 30746,  30460
 27350,  31722
 22617,  29675
 16938,  24809
 10740,  17973
  4419,  10123
 -1698,   2105
 -7363,  -5396
-12412, -11889
-16756, -17105
-20358, -20977
-23226, -23550
-25390, -24884
-26883, -25077
-27750, -24322
-28048, -22895
-27830, -21123
-27150, -19414
-26070, -18265
-24641, -18110
-22896, -19175
-20852, -21433
-18505, -24566
-15815, -27943
-12731, -30677
 -9208, -31819
 -5198, -30588
  -693, -26544
  4235, -19691
  9426, -10545
 14620,   -134
 19447,  10197
 23437,  19084
 26071,  25357
 26863,  28221
 25448,  27454
 21648,  23462
 15569,  17160
  7663,   9729
 -1288,   2405
-10256,  -3723
-18100,  -7954
-23709, -10106
-26205, -10453
-25168,  -9578
-20727,  -8211
-13559,  -7053
 -4833,  -6568
  3941,  -6840
 11183,  -7598
 15582,  -8336
 16322,  -8431
 13228,  -7296
  6856,  -4562
 -1561,   -228
-10292,   5348
-17536,  11556
-21982,  17620
-23128,  22709
-20647,  26148
-13377,  27546
  -112,  26811
 16889,  24102
 29407,  19794
 27330,  14399
  8312,   8415
-16702,   2228
-30420,  -3874
-23814,  -9694
 -3796, -15096
 14024, -19951
 19499, -24064
 14635, -27126
  8191, -28762
  6367, -28608
  9122, -26380
 13090, -21962
 15620, -15494
 15929,  -7435
 14119,   1480
 10347,  10351
  4903,  18202
 -1571,  24112
 -8198,  27391
-14075,  27687
-18323,  25023
-20251,  19786
-19703,  12670
-17168,   4585
-12871,  -3500
 -5620, -10706
  6291, -16329
 21350, -19919
 32153, -21324
 29260, -20690
 10615, -18426
-13072, -15115
-25157, -11441
-17451,  -8124
  2289,  -5828
 17815,  -5042
 18790,  -6014
  7622,  -8734
 -6030, -12887
-14786, -17837
-17433, -22713
-16224, -26547
-13129, -28406
 -8864, -27541
 -3847, -23565
  1138, -16603
  5160,  -7325
  7552,   3139
  8099,  13343
  7012,  21705
  4846,  26820
  2370,  27781
   397,  24355
  -399,  17047
   362,   7077
  2658,  -3772
  5997, -13489
  9564, -20257
 12607, -22772
 14680, -20476
 14976, -13724
 11398,  -3768
  1592,   7499
-13227,  17943
-25562,  25566
-25544,  28865
-10493,  27162
  9549,  20774
 18525,  10912
  8630,   -589
-12284, -11592
-28147, -20039
-29011, -24393
-17791, -23938
 -4644, -18864
  2705, -10193
  2932,    404
 -1538,  10907
 -8303,  19367
-16019,  24278
-23573,  24791
-29587,  20835
-32781,  13122
-32440,   3014
-28646,  -7775
-22252, -17489
-14652, -24586
 -7437, -27983
 -2093, -27214
   292, -22489
  -704, -14590
 -4723,  -4715
-10726,   5691
-17268,  15172
-22785,  22481
-25870,  26746
-25604,  27561
-21790,  25014
-14925,  19659
 -6023,  12421
  3552,   4443
 12329,  -3090
 19060,  -9120
 22964, -12849
 23774, -13855
 21677, -12164
 17245,  -8208
 11306,  -2739
  4704,   3297
 -1892,   8923
 -7998,  13300
-13305,  15901
-17661,  16594
-21008,  15631
-23263,  13595
-24240,  11300
-23698,   9586
-21433,   9098
-17339,  10154
-11487,  12678
 -4230,  16195
  3752,  19905
 11536,  22867
 18125,  24256
 22562,  23557
 24100,  20655
 22379,  15896
 17526,  10089
 10148,   4303
  1217,   -435
 -8044,  -3330
-16329,  -3953
-22489,  -2368
-25700,    854
-25562,   4818
-22129,   8605
-15896,  11488
 -7721,  13051
  1338,  13337
 10177,  12900
 17773,  12558
 23315,  13078
 26291,  14963
 26513,  18303
 24110,  22629
 19477,  26903
 13206,  29799
  5986,  30110
 -1479,  27035
 -8529,  20369
-14604,  10706
-19276,   -532
-22179, -11426
-23073, -20058
-22081, -24864
-19757, -24942
-16208, -20374
 -9993, -12312
   922,  -2679
 15340,   6323
 26080,  12633
 23791,  14728
  6355,  12065
-15720,   5279
-26087,  -3962
-16864, -13454
  3938, -21127
 19923, -25541
 20760, -25534
  9023, -19430
 -5344,  -5884
-14647,  12633
-17390,  27401
-15643,  27622
-11360,  10307
 -5443, -14038
  1345, -28285
  7800, -23302
 12570,  -5635
 14630,   9662
 13559,  13026
  9574,   6945
  3437,    489
 -3771,    -16
-10854,   5292
-16691,  12750
-20482,  19309
-21895,  23751
-21032,  25746
-18294,  25074
-14256,  21731
 -9547,  16151
 -4658,   9080
   177,   1339
  4927,  -6280
  9649, -13102
 14410, -18677
 19190, -22793
 23773, -25429
 27692, -26707
 30336, -26854
 31132, -26180
 29672, -25023
 25834, -23705
 19918, -22528
 12690, -21776
  5244, -21654
 -1225, -22256
 -5603, -23575
 -7073, -25474
 -5356, -27679
  -798, -29815
  5619, -31444
 12515, -32123
 18588, -31482
 22928, -29276
 24460, -25435
 21068, -20107
 10585, -13651
 -5434,  -6592
-19070,    414
-20038,   6671
 -5338,  11540
 15145,  14509
 25328,  15283
 17241,  13836
 -1525,  10419
-15225,   5549
-14229,    -49
 -1688,  -5537
 12097, -10065
 19326, -12891
 18685, -13481
 12686, -11598
  3861,  -7357
 -6286,  -1215
-16441,   6068
-24979,  13522
-30321,  20097
-31438,  24806
-28093,  26877
-20842,  25865
-10887,  21734
   208,  14889
 10781,   6135
 19335,  -3427
 24825, -12571
 26828, -20099
 25524, -25023
 21538, -26750
 15786, -25163
  9305, -20617
  2999, -13889
 -2536,  -6059
 -7004,   1679
-10312,   8257
-12506,  12888
-13694,  15163
-13916,  15116
-13036,  13198
-10848,  10125
 -7244,   6690
 -2281,   3586
  3775,   1283
 10355,    -87
 16584,   -756
 21489,  -1210
 24288,  -2021
 24553,  -3687
 22292,  -6489
 18074, -10374
 13012, -14894
  8472, -19295
  5692, -22694
  5530, -24248
  8281, -23314
 13500, -19632
 19993, -13431
 26112,  -5398
 30203,   3475
 30943,  12022
 27581,  19078
 20203,  23717
  9810,  25411
 -1951,  24069
-13260,  20011
-22469,  13902
-28386,   6639
-30623,   -836
-29726,  -7695
-26926, -13293
-23714, -17232
-21504, -19371
-21312, -19788
-23406, -18702
-27148, -16379
-31218, -13092
-34022,  -9085
-34052,  -4545
-30225,    381
-22267,   5549
-10924,  10786
  2227,  15872
 15187,  20537
 25869,  24475
 32500,  27382
 34101,  29029
 30744,  29318
 23469,  28368
 13995,  26491
  4408,  23927
 -3248,  20708
 -7487,  17430
 -7725,  16286
 -4377,  20009
  1333,  27967
  7854,  33372
 13734,  27080
 17238,   6987
 15639, -16521
  6327, -27326
 -9371, -17837
-23495,   3643
-25497,  20453
-12004,  22035
  7463,  10800
 17115,  -3420
  9136, -12989
 -8918, -16428
-21498, -15788
-19247, -12971
 -5605,  -8790
  8892,  -3880
 16341,    720
 15491,   3863
  9058,   4758
  -124,   3237
-10229,   -241
-19685,  -4728
-26755,  -9031
-29958, -11955
-28572, -12550
-22849, -10363
-13948,  -5579
 -3666,   1031
  5950,   8298
 12991,  14859
 16035,  19409
 14468,  21012
  8630,  19308
  -274,  14556
-10463,   7555
-19903,   -484
-26665,  -8155
-29354, -14165
-27391, -17574
-21071, -17931
-11453, -15331
  -176, -10391
 10848,  -4120
 19845,   2318
 25518,   7833
 27232,  11577
 25081,  13108
 19870,  12458
 12933,  10093
  5826,   6783
    28,   3444
 -3303,    949
 -3522,    -71
  -600,    652
  4884,   2981
 11894,   6408
 19148,  10163
 25311,  13379
 29237,  15313
 30168,  15517
 27830,  13928
 22445,  10908
 14687,   7215
  5564,   3822
 -3797,   1692
-12319,   1579
-19110,   3849
-23588,   8360
-25538,  14428
-25073,  20882
-22523,  26358
-18332,  29793
-12995,  30689
 -6949,  28476
  -502,  21561
  6103,   8222
 12605,  -9749
 18680, -24432
 23931, -25749
 27876, -11074
 29947,   9242
 29655,  18722
 26791,   9236
 21523, -11473
 14396, -27210
  6354, -27616
 -1329, -14946
 -7325,   1319
-10619,  13871
-10694,  21397
 -7630,  25839
 -2200,  28583
  4195,  29519
  9869,  28160
 13319,  24551
 13526,  19198
 10142,  12772
  3681,   6029
 -4490,   -180
-12523,  -5034
-18627,  -7894
-21447,  -8375
-20329,  -6423
-15591,  -2380
 -8581,   3047
 -1282,   8899
  4276,  14130
  6442,  17769
  4294,  19075
 -2008,  17693
-11109,  13733
-20842,   7741
-28861,    608
-33123,  -6566
-32289, -12656
-26183, -16706
-15974, -18098
 -3817, -16647
  7786, -12628
 16474,  -6739
 20492,      9
 19241,   6460
 13524,  11500
  5232,  14224
 -3248,  14088
 -9525,  10988
-11701,   5283
 -8963,  -2264
 -1894, -10603
  7779, -18546
 17735, -24971
 25520, -28986
 29055, -30041
 27260, -28014
 20422, -23216
 10009, -16323
 -1807,  -8228
-12565,     98
-19989,   7742
-22636,  14000
-20287,  18474
-13838,  21068
 -4927,  21950
  4401,  21480
 12097,  20126
 16699,  18352
 17721,  16525
 15569,  14891
 11254,  13595
  6151,  12705
  1678,  12205
 -1186,  12052
 -2217,  12225
 -1832,  12684
  -826,  13305
  -153,  13887
  -666,  14170
 -2730,  13827
 -5984,  12491
 -9512,   9872
-12149,   5898
-12730,    767
-10368,  -5066
 -4827, -10895
  3276, -15827
 12626, -18988
 21565, -19775
 28367, -17986
 31546, -13861
 30276,  -8122
 24630,  -1898
 15486,   3537
  4246,   7099
 -7409,   8118
-17791,   6453
-25621,   2611
-30297,  -2292
-31849,  -6819
-30765,  -9603
-27844,  -9637
-24003,  -6483
-19977,   -468
-16125,   7290
-12484,  15158
 -8926,  21419
 -5276,  24604
 -1424,  23787
  2491,  18886
  5966,  10765
  8288,   1014
  8783,  -8469
  6955, -15829
  2639, -19605
 -3813, -19132
-11483, -14737
-19074,  -7608
-25222,    548
-28741,   7820
-28840,  12455
-25387,  13305
-19030,  10099
-11085,   3422
 -3174,  -5514
  3291, -15106
  7455, -23639
  8496, -29718
  4698, -32576
 -5662, -32096
-20731, -28693
-32531, -23217
-30978, -16761
-13553, -10338
  9121,  -4655
 20185,    -93
 11106,   3221
-10745,   5359
-29400,   6516
-34512,   6830
-28076,   6247
-19042,   4603
-14006,   1765
-13464,  -2313
-14641,  -7512
-15436, -13433
-15487, -19365
-15015, -24420
-14003, -27781
-12523, -28841
-11039, -27308
 -9514, -23362
 -6218, -17692
  1301, -11318
 12344,  -5320
 20274,   -654
 16255,   2021
 -1453,   2538
-22172,   1278
-29616,   -976
-16192,  -3276
  9606,  -4733
 30762,  -4703
 36286,  -3008
 28164,    -34
 15884,   3392
  6892,   6226
  2679,   7416
  1418,   6158
  1610,   2141
  2958,  -4312
  5380, -12288
  8340, -20454
 11062, -27281
 12903, -31319
 13576, -31528
 13166, -27517
 12014, -19689
 10536,  -9135
  9098,   2754
  7921,  14601
  6957,  24533
  5851,  29390
  4086,  25900
  1203,  14659
 -3059,   2928
 -8655,    749
-15134,  11361
-21621,  25576
-27010,  28357
-30264,  12921
-30624, -12002
-27764, -29741
-21956, -30120
-14116, -16222
 -5608,   1267
  2091,  13827
  7634,  19220
 10031,  18957
  8915,  14686
  4631,   7277
 -1882,  -2296
 -9364, -12469
-16487, -21485
-22071, -27922
-25382, -31053
-26305, -30935
-25246, -28267
-22940, -24102
-20276, -19609
-18074, -15820
-16820, -13351
-16523, -12239
-16766, -12048
-16865, -12109
-16047, -11733
-13658, -10377
 -9397,  -7884
 -3500,  -4633
  3249,  -1372
  9740,   1066
 14949,   1947
 18232,    818
 18751,  -2255
 14571,  -6598
  3641, -11122
-12484, -14662
-25982, -16215
-26735, -15144
-11973, -11448
  8158,  -5863
 17385,    363
  7671,   5833
-13301,   9274
-29505,   9806
-30844,   7244
-19872,   2237
 -6271,  -3943
  2688,  -9749
  6015, -13674
  6237, -14548
  5541, -11895
  4716,  -6117
  4059,   1649
  4035,   9854
  5064,  16823
  7190,  21077
 10010,  21733
 12798,  18736
 14688,  12799
 14901,   5170
 12931,  -2597
  8678,  -8949
  2513, -12729
 -4727, -13435
-11892, -11246
-17773,  -6902
-21311,  -1543
-21798,   3539
-19052,   7248
-13496,   8951
 -6066,   8554
  1985,   6478
  9299,   3583
 14650,    956
 17214,   -375
 16740,    311
 13620,   3282
  8748,   8281
  3113,  14550
 -2481,  20960
 -6826,  26268
 -7438,  29353
 -1609,  29430
  9747,  26241
 19373,  20140
 17559,  12025
  1719,   3170
-18070,  -4979
-25800, -11085
-13841, -14235
  9658, -14121
 28231, -11081
 31454,  -6063
 21727,   -486
  8750,   4081
   -46,   6302
 -3416,   5349
 -3603,   1057
 -2557,  -5987
  -940, -14501
   943, -22797
  2499, -29217
  3086, -32467
  2381, -31847
   525, -27463
 -1937, -20285
 -4208, -11885
 -5467,  -4000
 -5043,   1783
 -2573,   4324
  1878,   3241
  7776,   -978
 14226,  -7166
 20210, -13872
 24765, -19678
 27145, -23464
 27011, -24748
 24524, -23864
 20260, -21737
 15011, -19533
  9638, -18373
  4912, -19048
  1306, -21680
 -1117, -25587
 -2625, -29485
 -3672, -31880
 -4764, -31389
 -6330, -27071
 -8539, -18794
-11205,  -7433
-13870,   5334
-15979,  17431
-17004,  26724
-16571,  31430
-14632,  30600
-11547,  24385
 -7975,  13962
 -4675,   1235
 -2362, -11481
 -1553, -21863
 -2363, -28114
 -4430, -29341
 -7013, -25620
 -9188, -17890
-10021,  -7781
 -8769,   2695
 -5094,  11596
   804,  17437
  8228,  19367
 16167,  17211
 23448,  11475
 28915,   3229
 31701,  -6186
 31391, -15434
 28046, -23326
 22112, -28933
 14341, -31695
  5676, -31444
 -2973, -28319
-10880, -22673
-17531, -15048
-22613,  -6132
-26006,   3316
-27739,  12518
-27905,  20708
-26587,  27153
-23886,  31247
-19975,  32615
-15120,  31142
 -9687,  26996
